nid,label,predlnV,predlnM,lnV,lnm,vk,vb,mk,mb,tt
101644_0,FALSE,0.28051758,0.3227539,0.03023711,0.016365586,0.2805,4.04,0.3228,4.523,8.733334
102012_0,FALSE,0.20471191,0.22851562,0.23217486,0.22957519,0.2047,4.094,0.2285,4.402,13.566667
119349_0,TRUE,0.27734375,0.31640625,0.17417642,0.24396467,0.2773,4.06,0.3164,4.527,12.833333
111405_0,TRUE,0.2878418,0.33374023,0.47470513,0.54182124,0.2878,4.05,0.3337,4.48,12.166667
110821_0,TRUE,0.1574707,0.18286133,1.9297155,1.917869,0.1575,4.074,0.1829,4.277,11.833333
106915_0,FALSE,0.14611816,0.17443848,0.026700614,-0.008860747,0.1461,4.1,0.1744,4.37,12.666667
104661_2,FALSE,0.26782227,0.3022461,-0.61421996,-0.59378535,0.2678,4.09,0.3022,4.418,13.166667
101626_0,FALSE,0.2866211,0.3334961,0.01002869,0.011114354,0.2866,4.062,0.3335,4.47,11.2
106756_1,FALSE,0.28173828,0.3251953,-0.007407436,0.04993274,0.2817,4.047,0.3252,4.52,12.366667
206354_1,TRUE,0.1430664,0.17053223,1.96385,2.062254,0.1431,4.062,0.1705,4.258,11.466666
209456_0,TRUE,0.28173828,0.32641602,0.35944673,0.39576665,0.2817,4.043,0.3264,4.504,15.9
213232_0,TRUE,0.29101562,0.33911133,0.79312414,0.82944417,0.291,3.99,0.339,4.18,13.766666
108122_0,FALSE,0.28442383,0.3310547,0.007933061,0.003354044,0.2844,4.043,0.331,4.52,12.133333
104008_0,TRUE,0.1772461,0.2010498,0.8150053,0.8299636,0.1772,4.082,0.201,4.312,11.1
212584_0,TRUE,0.28637695,0.3330078,0.2819028,0.25781956,0.2864,4.043,0.333,4.49,13.3
104726_15,TRUE,0.28564453,0.33129883,0.56473804,0.5796716,0.2856,4.047,0.3313,4.504,12.1
101442_0,FALSE,0.16967773,0.19458008,-0.16773576,-0.13017662,0.1697,4.094,0.1946,4.426,11.5
100383_3,FALSE,0.28344727,0.32763672,0.57605916,0.52921575,0.2834,4.055,0.3276,4.457,12.366667
102120_0,FALSE,0.15332031,0.1809082,0.027116401,0.01072783,0.1533,4.09,0.1809,4.36,9.4
211533_3,TRUE,0.27148438,0.3083496,0.1944668,0.22044282,0.2715,4.04,0.3083,4.543,11.666667
100942_1,FALSE,0.28320312,0.32470703,0.061502177,0.052961793,0.2832,4.055,0.3247,4.51,10.966666
105258_0,FALSE,0.28515625,0.33032227,-0.009018073,0.008171933,0.2852,4.043,0.3303,4.52,11.666667
119889_2,TRUE,0.28271484,0.32666016,0.13725384,0.13215174,0.2827,4.047,0.3267,4.543,12.166667
108061_0,TRUE,0.2866211,0.33496094,0.40731764,0.4560447,0.2866,4.047,0.335,4.516,11.833333
120762_0,TRUE,0.28564453,0.32958984,0.5855818,0.56820846,0.2856,4.043,0.3296,4.516,12.233334
100383_2,FALSE,0.28295898,0.3269043,0.12825814,0.15039782,0.283,4.05,0.327,4.484,10.9
107125_0,FALSE,0.25073242,0.28027344,0.07260344,0.08280531,0.2507,4.047,0.2803,4.51,14.566667
105348_0,FALSE,0.20471191,0.23291016,0.079169974,0.116705336,0.2047,4.082,0.2329,4.445,11.466666
101753_4,FALSE,0.28442383,0.32958984,-0.0484806,-0.05452659,0.2844,4.062,0.3296,4.473,13.4
102140_0,FALSE,0.2836914,0.328125,0.002323668,0.03163653,0.2837,4.035,0.3281,4.523,12.266666
212085_0,TRUE,0.28637695,0.3334961,0.20937252,0.2557602,0.2864,4.043,0.3335,4.5,12.3
215661_0,FALSE,0.26953125,0.30419922,0.042650424,0.03758365,0.2695,4.05,0.3042,4.508,10.8
104133_1,FALSE,0.2878418,0.33618164,0.2504818,0.3236497,0.2878,4.03,0.3362,4.36,8.666667
104726_2,TRUE,0.28808594,0.33618164,0.27410656,0.28676623,0.288,4.066,0.3362,4.46,12.1
114192_0,TRUE,0.28588867,0.33447266,0.9201112,0.95063084,0.286,4.04,0.3345,4.48,12.3
108761_0,TRUE,0.18725586,0.21606445,0.22961555,0.23894884,0.1873,4.07,0.2161,4.473,12.933333
112262_0,TRUE,0.14953613,0.17712402,0.8544153,0.50307447,0.1495,4.08,0.1771,4.46,12.366667
101237_0,FALSE,0.2841797,0.32885742,0.124376364,0.15804864,0.2842,4.023,0.3289,4.523,10.633333
102641_1,FALSE,0.2722168,0.30810547,-0.29172173,-0.2949419,0.2722,4.035,0.308,4.53,12.9
115894_9,FALSE,0.2854004,0.33325195,0.22227791,0.16936903,0.2854,3.984,0.3333,4.258,8.166667
120653_0,TRUE,0.28100586,0.32421875,0.24354857,0.24604836,0.281,4.023,0.3242,4.53,12.633333
213025_0,TRUE,0.25512695,0.27856445,0.6021072,0.40547296,0.2551,4.062,0.2786,4.496,12.766666
102676_0,TRUE,0.29174805,0.34448242,0.4280796,0.61248916,0.2917,3.654,0.3445,3.607,13.966666
213595_4,TRUE,0.28320312,0.32470703,0.28544533,0.30594546,0.2832,4.04,0.3247,4.51,10.733334
100334_2,FALSE,0.1529541,0.17993164,-0.010152382,0.07346302,0.153,4.062,0.1799,4.254,11.666667
103637_4,FALSE,0.14257812,0.17126465,0.064538576,0.09891703,0.1426,4.086,0.1713,4.32,12.3
107650_1,FALSE,0.23266602,0.2541504,0.06394876,0.18662165,0.2327,4.105,0.2542,4.367,10.266666
108414_6,FALSE,0.14770508,0.17321777,0.047466587,0.05615065,0.1477,3.96,0.1732,4.066,11.833333
112704_0,FALSE,0.14208984,0.17028809,-0.02000066,0.11926617,0.1421,4.086,0.1703,4.312,12.066667
113079_0,TRUE,0.1517334,0.17858887,0.674099,0.8155012,0.1517,4.09,0.1786,4.324,11.633333
113545_3,FALSE,0.14538574,0.17333984,0.014815073,0.121849805,0.1454,4.09,0.1733,4.336,13.733334
113590_1,FALSE,0.14001465,0.16931152,-0.35965553,-0.046736922,0.14,4.1,0.1693,4.395,13.533334
114393_0,FALSE,0.14282227,0.17041016,0.15415065,0.15688042,0.1428,4.098,0.1704,4.35,12.166667
114840_2,FALSE,0.17443848,0.19946289,0.38101402,0.004334816,0.1744,4.09,0.1995,4.324,13
117295_1,FALSE,0.14465332,0.17260742,0.05129333,0.054673184,0.1447,4.07,0.1726,4.273,12
117396_0,FALSE,0.1394043,0.16833496,0.031498615,0.14296797,0.1394,4.098,0.1683,4.35,11.7
117682_4,FALSE,0.16809082,0.19213867,-0.10638043,0.018968381,0.1681,4.08,0.1921,4.293,15.866667
118012_1,FALSE,0.1418457,0.1694336,0.17185026,0.003442792,0.1418,4.074,0.1694,4.28,11.933333
118754_1,FALSE,0.16040039,0.18530273,-0.04301738,0.03942847,0.1604,4.047,0.1853,4.227,12.733334
118901_0,FALSE,0.17248535,0.19604492,0.102278896,0.09831841,0.1725,4.074,0.196,4.28,12.166667
118915_0,FALSE,0.13574219,0.16467285,-0.07571185,0.024883306,0.1357,4.09,0.1647,4.332,12.133333
121439_0,FALSE,0.14978027,0.17749023,0.058840446,-0.010026665,0.1498,4.1,0.1775,4.37,11.433333
122095_2,FALSE,0.16137695,0.18762207,-0.076961055,0.042245045,0.1614,4.07,0.1876,4.28,13.3
123046_2,FALSE,0.21044922,0.23339844,0.1793409,0.114587255,0.2104,4.094,0.2334,4.34,11.133333
123884_0,FALSE,0.16906738,0.19274902,0.27675304,0.18070789,0.1691,4.023,0.1927,4.17,13.533334
125028_2,FALSE,0.14587402,0.1739502,0.053346008,-0.005338769,0.1459,4.105,0.174,4.4,12.066667
125450_6,FALSE,0.13586426,0.16491699,-0.013072087,0.04064925,0.1359,4.082,0.1649,4.31,11.9
125789_2,FALSE,0.15673828,0.18347168,0.15415065,0.12362194,0.1567,4.098,0.1835,4.36,13.533334
126792_9,FALSE,0.13952637,0.16784668,0.073203355,0.14683704,0.1395,4.082,0.1678,4.31,17.5
128657_2,FALSE,0.14318848,0.17138672,0.20212416,0.21903747,0.1432,4.094,0.1714,4.344,11.366667
128694_3,FALSE,0.15771484,0.1854248,-0.026907464,0.126162,0.1577,4.105,0.1854,4.402,9.8
129189_0,FALSE,0.17248535,0.19799805,0.104140274,0.09246649,0.1725,4.1,0.198,4.375,14.833333
129652_1,FALSE,0.17883301,0.20361328,0.106767945,0.11739057,0.1788,4.086,0.2036,4.31,10.666667
131174_3,FALSE,0.15307617,0.17956543,-0.055880446,0.07568848,0.1531,4.098,0.1796,4.453,12.8
132622_1,FALSE,0.19433594,0.21765137,0.25378054,0.21045226,0.1943,4.1,0.2177,4.39,13.1
133039_2,FALSE,0.16113281,0.18530273,0,0.05646593,0.1611,4.023,0.1853,4.17,10.9
133091_1,FALSE,0.20178223,0.22424316,-0.06538275,0.010912621,0.2018,4.08,0.2242,4.29,12.6
133116_0,FALSE,0.19006348,0.21484375,0.17798312,0.09457007,0.1901,4.09,0.2148,4.336,12.133333
200257_0,FALSE,0.16955566,0.19458008,0.12429772,-0.010396213,0.1696,4.07,0.1946,4.266,12.633333
200888_0,FALSE,0.13977051,0.16748047,0.08076137,0.16942297,0.1398,4.05,0.1675,4.23,11.4
202453_0,FALSE,0.16113281,0.18835449,-0.09278175,0.104443796,0.1611,4.098,0.1884,4.35,12.166667
203474_0,FALSE,0.13879395,0.16833496,0.040005315,0.06767719,0.1388,4.1,0.1683,4.363,13.066667
205489_0,FALSE,0.18432617,0.20825195,0.2040953,0.07400264,0.1843,4.086,0.2083,4.31,10.533334
205540_6,FALSE,0.15344238,0.18127441,0.05971923,0.14965467,0.1534,4.105,0.1813,4.42,12.766666
205891_4,FALSE,0.14733887,0.1739502,0.110203184,0.12087684,0.1473,4.05,0.174,4.223,10.033334
208419_0,FALSE,0.17382812,0.19763184,0.20067069,-0.003938553,0.1738,4.066,0.1976,4.266,13.3
209188_1,FALSE,0.16516113,0.19128418,-0.01769957,0.003032968,0.1652,4.074,0.1913,4.29,11.9
209699_0,FALSE,0.14172363,0.17041016,0,-0.009113347,0.1417,4.1,0.1704,4.45,7.733333
213369_1,FALSE,0.15100098,0.17773438,0.21800217,0.19401495,0.151,4.074,0.1777,4.28,12.6
216522_2,FALSE,0.20507812,0.22851562,0.12516314,0.11869751,0.2051,4.1,0.2285,4.383,13.533334
217027_1,FALSE,0.17053223,0.19494629,0.13353144,0.087808795,0.1705,4.086,0.195,4.31,11.1
113947_2,FALSE,0.14880371,0.17651367,0.1421745,0.1821384,0.1488,4.098,0.1765,4.348,12.5
122559_0,TRUE,0.19348145,0.21716309,1.4395388,1.5581206,0.1935,4.105,0.2172,4.39,12.5
121596_4,FALSE,0.18078613,0.20568848,0.08288761,0.040555503,0.1808,4.094,0.2057,4.332,10.966666
209374_2,FALSE,0.17883301,0.20361328,0.06899284,0.11777848,0.1788,4.09,0.2036,4.324,12.8
127997_0,FALSE,0.16064453,0.18737793,0.19885089,0.16119537,0.1606,4.105,0.1874,4.41,12.433333
122926_0,FALSE,0.14172363,0.17016602,-0.040409528,0.04290707,0.1417,4.09,0.1702,4.32,12.366667
132358_1,FALSE,0.1517334,0.17810059,-0.038221236,0.20260848,0.1517,4.06,0.1781,4.24,13.066667
101907_0,FALSE,0.18347168,0.20812988,0.08191715,0.07804629,0.1835,4.098,0.2081,4.34,12.133333
112557_7,FALSE,0.1751709,0.20007324,0.18514247,0.11392435,0.1752,4.094,0.2001,4.332,14.3
113545_2,FALSE,0.14770508,0.17541504,-0.085157834,0.042684462,0.1477,4.1,0.1754,4.37,13.733334
117091_0,FALSE,0.13867188,0.16772461,0.017699627,0.09140172,0.1387,4.094,0.1677,4.336,11.766666
119409_0,FALSE,0.14416504,0.17028809,0.11226727,0.055412754,0.1442,4.01,0.1703,4.156,11.433333
121938_0,FALSE,0.1430664,0.17248535,0.20613223,0.18883173,0.1431,4.1,0.1725,4.42,12.133333
122721_1,FALSE,0.19299316,0.21557617,0.043017384,0.03441775,0.193,4.098,0.2156,4.43,10.266666
128483_3,FALSE,0.15234375,0.17980957,0.028170932,0.026670204,0.1523,4.094,0.1798,4.348,12.2
132729_0,FALSE,0.21069336,0.23291016,-0.03727142,-0.083073705,0.2107,4.086,0.2329,4.305,9.333333
133690_6,FALSE,0.17272949,0.19824219,0.19845097,0.11546143,0.1727,4.094,0.1982,4.453,13.7
214300_1,FALSE,0.1583252,0.18469238,0.2040953,0.15631013,0.1583,4.094,0.1847,4.33,12.166667
214422_4,FALSE,0.14416504,0.17260742,0.084557354,0.000225995,0.1442,4.105,0.1726,4.39,14.7
215567_0,FALSE,0.16040039,0.18493652,-0.039220743,0.04080639,0.1604,4.016,0.1849,4.156,11.066667
218607_0,FALSE,0.13684082,0.16625977,-0.08096909,0.047963485,0.1368,4.09,0.1663,4.332,11.3
212460_0,FALSE,0.18273926,0.20678711,0.11054191,0.12109464,0.1827,4.066,0.2068,4.254,12.133333
114603_1,FALSE,0.18811035,0.21252441,-0.049392786,0.00154007,0.1881,4.098,0.2125,4.348,11.7
133908_0,FALSE,0.14135742,0.16992188,0.054067247,0.042490713,0.1414,4.082,0.1699,4.293,13.966666
100186_5,FALSE,0.15161133,0.17871094,0.10638036,0.13946033,0.1516,4.08,0.1787,4.293,15.166667
110340_5,FALSE,0.14990234,0.17675781,0.16705404,0.13929285,0.1499,4.03,0.1768,4.188,10.033334
201641_10,FALSE,0.15527344,0.18054199,0.27510333,0.15192229,0.1553,4.086,0.1805,4.324,14
107893_4,FALSE,0.14404297,0.171875,0.29479954,0.16888154,0.144,4.086,0.1719,4.31,12.6
108414_2,FALSE,0.16845703,0.19274902,0.07169197,0.15659526,0.1685,4.023,0.1927,4.176,11.833333
108749_2,FALSE,0.15136719,0.17675781,0.22543974,0.09728149,0.1514,3.963,0.1768,4.062,11.9
111375_0,FALSE,0.16369629,0.19006348,0.22458133,0.10296818,0.1637,4.098,0.1901,4.36,10.666667
111826_0,FALSE,0.20629883,0.22998047,0.15257964,0.14938624,0.2063,4.082,0.23,4.293,12.1
113031_7,FALSE,0.25024414,0.27075195,0.045809537,-0.004898007,0.2502,4.117,0.2708,4.395,12.066667
113182_6,FALSE,0.14794922,0.17590332,0.24116205,0.020489229,0.148,4.08,0.1759,4.29,9.9
113601_0,FALSE,0.1607666,0.18640137,-0.06899287,0.19727784,0.1608,4.08,0.1864,4.29,19.933332
114440_5,FALSE,0.17053223,0.19494629,-0.14732473,0.14359373,0.1705,4.01,0.195,4.15,11.766666
114983_2,FALSE,0.14135742,0.1697998,0.21706451,0.20377478,0.1414,4.086,0.1698,4.31,12.333333
116805_0,FALSE,0.1739502,0.19812012,0.12210274,0.14376792,0.174,4.05,0.1981,4.23,13.066667
117670_2,FALSE,0.17114258,0.19812012,0.014706186,0.07849869,0.1711,4.094,0.1981,4.45,10.066667
118131_0,FALSE,0.14587402,0.17370605,0.27329338,0.16549459,0.1459,4.098,0.1737,4.35,11.9
119294_2,FALSE,0.18969727,0.21313477,0.28768212,0.20038165,0.1897,4.086,0.2131,4.305,12.266666
119568_0,FALSE,0.15966797,0.1842041,0.11778303,0.08073443,0.1597,4.035,0.1842,4.2,12.066667
119740_4,FALSE,0.16674805,0.19165039,-0.0370413,-0.05203833,0.1667,4.062,0.1917,4.254,10.9
119827_2,FALSE,0.17285156,0.19873047,-0.10763068,0.04857949,0.1729,4.094,0.1987,4.363,12.866667
121405_1,FALSE,0.14855957,0.17700195,0.058268853,0.123430505,0.1486,4.094,0.177,4.355,12.166667
123228_5,FALSE,0.15527344,0.18261719,0.0862603,0.07226149,0.1553,4.086,0.1826,4.312,9.733334
127828_0,FALSE,0.1381836,0.16809082,0.02127738,0.01129094,0.1382,4.098,0.1681,4.35,12.366667
128411_6,FALSE,0.16699219,0.19177246,-0.08810727,0.040646505,0.167,4.074,0.1918,4.285,11.4
128422_2,FALSE,0.14282227,0.17053223,0.09368547,0.05175528,0.1428,4.082,0.1705,4.305,12.2
129761_4,FALSE,0.15356445,0.17956543,-0.015037865,-0.026534641,0.1536,4.08,0.1796,4.285,12.133333
200636_1,FALSE,0.14538574,0.17382812,0.020000687,0.0521214,0.1454,4.086,0.1738,4.32,13.2
209377_0,FALSE,0.16394043,0.1875,0.23901689,0.12865883,0.164,4.086,0.1875,4.31,11.266666
210108_3,FALSE,0.16125488,0.18725586,0.19817692,0.1607067,0.1613,4.105,0.1873,4.438,13.466666
210545_6,FALSE,0.17456055,0.19995117,0.12136085,0.14106853,0.1746,4.086,0.2,4.312,14.533334
215970_4,FALSE,0.14953613,0.1784668,-0.04879016,0.07992015,0.1495,4.1,0.1785,4.38,13.5
216032_2,FALSE,0.14367676,0.17248535,-0.051293306,0.060792904,0.1437,4.1,0.1725,4.387,11.966666
216791_0,FALSE,0.15002441,0.1772461,-0.040409528,-0.05626759,0.15,4.09,0.1772,4.324,12.833333
218862_1,FALSE,0.15454102,0.18151855,0.048009165,0.07183721,0.1545,4.082,0.1815,4.297,10.7
122800_0,TRUE,0.17907715,0.20166016,0.8979416,0.85201603,0.1791,4.066,0.2017,4.26,12.6
214462_1,FALSE,0.14440918,0.17297363,-0.18610227,0.017314352,0.1444,4.094,0.173,4.45,12.3
100857_4,FALSE,0.15112305,0.1784668,0.20067069,0.12623134,0.1511,4.098,0.1785,4.348,12.133333
205033_2,FALSE,0.18469238,0.20910645,0.064538576,0.12667276,0.1847,4.09,0.2091,4.473,11.733334
123772_1,FALSE,0.1385498,0.1673584,0.15415065,0.170786,0.1385,4.074,0.1674,4.29,11.9
123650_1,FALSE,0.15356445,0.18127441,-0.14250006,0.19041781,0.1536,4.08,0.1813,4.293,12.1
218013_4,FALSE,0.1694336,0.19482422,0.14571181,0.11035757,0.1694,4.086,0.1948,4.31,13.3
132415_2,FALSE,0.14001465,0.1694336,0.124052614,0.07119818,0.14,4.1,0.1694,4.37,18.766666
133635_0,FALSE,0.16259766,0.18859863,0.110203184,0.017109063,0.1626,4.086,0.1886,4.316,12.166667
218414_3,FALSE,0.14465332,0.17150879,-0.17185025,0.07943195,0.1447,4.082,0.1715,4.3,12.166667
100857_2,FALSE,0.14428711,0.17236328,0.010582168,0.03664301,0.1443,4.086,0.1724,4.32,12.133333
121642_3,FALSE,0.26879883,0.29223633,0.057158466,0.076172225,0.2688,4.098,0.2922,4.39,12.133333
124016_4,FALSE,0.21008301,0.2319336,0.10848068,0.0680078,0.2101,4.08,0.2319,4.28,9.333333
127901_2,FALSE,0.15820312,0.1850586,-0.023810647,0.0068598,0.1582,4.086,0.185,4.32,14.633333
132367_9,FALSE,0.19470215,0.21789551,-0.043802653,-0.03680863,0.1947,4.055,0.2179,4.23,11.566667
200413_4,FALSE,0.15161133,0.17956543,0.058496226,0.03776825,0.1516,4.098,0.1796,4.36,11.666667
200992_0,FALSE,0.15356445,0.1817627,-0.012121352,-0.027482888,0.1536,4.086,0.1818,4.47,14.633333
114840_0,TRUE,0.14367676,0.17150879,0.29849303,0.45193237,0.1437,4.066,0.1715,4.258,13
129155_1,FALSE,0.14257812,0.17126465,0.08408314,0.054324027,0.1426,4.086,0.1713,4.32,13.1
107919_0,FALSE,0.15332031,0.17919922,0.05798721,0.18216105,0.1533,4.08,0.1792,4.29,12.033334
114994_2,FALSE,0.14099121,0.16918945,0.03960918,0.13491611,0.141,4.074,0.1692,4.285,12.133333
114770_0,FALSE,0.14257812,0.17041016,0.07738661,0.027044931,0.1426,4.086,0.1704,4.31,12.133333
103958_1,TRUE,0.17700195,0.20227051,0.66110784,0.6310293,0.177,4.094,0.2023,4.34,11.2
100698_0,FALSE,0.171875,0.19641113,0.06062462,-0.029293265,0.1719,4.07,0.1964,4.273,12.633333
103771_2,FALSE,0.1586914,0.18615723,0.16882092,0.14475663,0.1587,4.1,0.1862,4.395,12.9
105698_6,FALSE,0.14343262,0.17211914,0.079706736,0.09884878,0.1434,4.098,0.1721,4.36,11.9
108414_3,FALSE,0.14892578,0.17480469,0.120489396,0.07254169,0.1489,4.098,0.1748,4.46,11.833333
110320_4,FALSE,0.2824707,0.3190918,0.016000327,0.025159664,0.2825,4.086,0.319,4.42,12.066667
112605_5,FALSE,0.15283203,0.18005371,0,0.027232183,0.1528,4.105,0.18,4.395,14
115368_7,FALSE,0.14086914,0.16931152,0.1292117,0.14817926,0.1409,4.07,0.1693,4.27,9.566667
119420_4,FALSE,0.14208984,0.17175293,0.42985654,0.20103715,0.1421,4.105,0.1718,4.387,12.8
119680_0,FALSE,0.13916016,0.1685791,0.09716371,0.16913472,0.1392,4.1,0.1686,4.375,15.2
120425_8,FALSE,0.14880371,0.17797852,-0.0819171,-0.048067443,0.1488,4.094,0.178,4.355,11.966666
125135_3,TRUE,0.18005371,0.20446777,0.7884574,1.0456585,0.18,4.1,0.2045,4.418,12.766666
129155_0,TRUE,0.21899414,0.24353027,1.0718548,1.2573079,0.219,4.1,0.2435,4.426,13.1
129234_9,FALSE,0.2783203,0.31420898,0.03481975,0.20778109,0.2783,4.086,0.3142,4.434,11.766666
131713_1,FALSE,0.14733887,0.17419434,0.19268432,0.14328544,0.1473,4.047,0.1742,4.223,9.933333
133848_1,FALSE,0.15478516,0.18188477,0.04167269,0.004509518,0.1548,4.098,0.1819,4.35,9.2
207297_0,FALSE,0.14428711,0.17285156,-0.238411,0.04537844,0.1443,4.1,0.1729,4.45,12.8
210090_0,FALSE,0.16552734,0.19189453,0,0.045115933,0.1655,4.09,0.1919,4.332,13.6
212937_0,FALSE,0.13781738,0.16674805,0.158224,0.19107899,0.1378,4.066,0.1667,4.266,12.133333
109441_0,FALSE,0.1517334,0.17907715,-0.11441035,-0.026492838,0.1517,4.09,0.1791,4.324,10.033334
129970_1,FALSE,0.16027832,0.18640137,0.40016007,0.19762608,0.1603,4.086,0.1864,4.305,14.266666
200094_0,FALSE,0.14587402,0.17407227,-0.09909089,-0.11583938,0.1459,4.094,0.1741,4.344,12.4
127460_1,FALSE,0.1505127,0.17785645,0.05129333,0.1472673,0.1505,4.082,0.1779,4.3,12.133333
128295_0,FALSE,0.15759277,0.18493652,0.19912864,0.13313895,0.1576,4.094,0.1849,4.45,11.5
205693_2,FALSE,0.14782715,0.17456055,0.07038076,0.08881533,0.1478,4.066,0.1746,4.266,11.9
132498_0,FALSE,0.20739746,0.2286377,0.26610956,0.1390239,0.2074,4.07,0.2286,4.277,11.9
206215_0,FALSE,0.15258789,0.18078613,-0.009478767,-0.017830623,0.1526,4.098,0.1808,4.45,11.866667
107388_7,FALSE,0.16271973,0.18603516,0.0829969,0.009427435,0.1627,3.926,0.186,4.004,9.166667
111856_5,FALSE,0.140625,0.16821289,0.2117582,0.09059652,0.1406,4.06,0.1682,4.246,11.666667
115316_4,FALSE,0.14880371,0.17529297,0.25951114,0.12530786,0.1488,4.08,0.1753,4.293,13.3
115368_2,FALSE,0.15429688,0.18164062,0.15616074,0.14518428,0.1543,4.08,0.1816,4.29,9.566667
129401_1,FALSE,0.14770508,0.17553711,0.0717439,0.117673784,0.1477,4.094,0.1755,4.344,14.4
212456_1,FALSE,0.14038086,0.1694336,0.032260824,0.06046383,0.1404,4.094,0.1694,4.344,12.666667
109803_0,FALSE,0.13989258,0.16772461,0.10969889,-0.018046172,0.1399,4.074,0.1677,4.28,14.7
109931_0,FALSE,0.14050293,0.1697998,0.23011222,0.024077164,0.1405,4.094,0.1698,4.35,12.8
114232_3,FALSE,0.1373291,0.16699219,0.07480117,0.04844458,0.1373,4.1,0.167,4.375,12.166667
114855_0,FALSE,0.19995117,0.22094727,0.11332869,0.10330463,0.2,4.03,0.221,4.19,12.133333
115754_0,FALSE,0.14978027,0.17749023,-0.1316778,0.04000978,0.1498,4.098,0.1775,4.363,13.433333
116129_1,FALSE,0.15454102,0.18029785,0.027398987,-0.005249126,0.1545,4.066,0.1803,4.266,12.2
118614_0,FALSE,0.13952637,0.16955566,-0.22314353,-0.024010332,0.1395,4.094,0.1696,4.375,12.133333
119105_3,TRUE,0.14526367,0.17199707,0.7952767,0.8283398,0.1453,4.074,0.172,4.277,14.433333
119520_5,FALSE,0.13806152,0.16711426,-0.071743935,0.027353983,0.1381,4.09,0.1671,4.33,10.366667
120017_1,FALSE,0.1381836,0.16711426,-0.01492563,0.092224754,0.1382,4.086,0.1671,4.47,11.3
124453_0,FALSE,0.13830566,0.16723633,0.05505979,0.07337618,0.1383,4.098,0.1672,4.35,8.866667
125050_0,FALSE,0.15246582,0.17858887,-0.04478363,0.06087905,0.1525,4.05,0.1786,4.23,18.466667
129141_2,FALSE,0.19006348,0.21398926,0.12210274,0.14285213,0.1901,4.082,0.214,4.305,10.433333
131715_2,FALSE,0.14941406,0.17480469,0.18019612,0.13898158,0.1494,4.06,0.1748,4.242,12.833333
132347_0,FALSE,0.14282227,0.17016602,0.10371985,0.12989502,0.1428,4.074,0.1702,4.285,11.9
133317_0,TRUE,0.22473145,0.24499512,1.1227099,1.2646209,0.2247,4.086,0.245,4.297,11.233334
133964_1,FALSE,0.15905762,0.18579102,0.22691004,0.005689024,0.159,4.098,0.1858,4.355,9.133333
200292_0,FALSE,0.19067383,0.21447754,0.25319594,-0.005780204,0.1907,4.1,0.2145,4.395,13.8
200636_6,FALSE,0.14257812,0.17175293,0.067010745,0.031984344,0.1426,4.1,0.1718,4.38,13.2
202822_6,TRUE,0.15405273,0.17980957,1.4510145,1.8440812,0.154,4.043,0.1798,4.215,12.6
209952_6,FALSE,0.15234375,0.18041992,0.07302518,0.100332,0.1523,4.094,0.1804,4.35,12.733334
213544_19,FALSE,0.21826172,0.24023438,0.2584117,0.1271038,0.2183,4.11,0.2402,4.387,12.366667
125969_1,FALSE,0.13574219,0.16479492,-0.36101335,0.024766788,0.1357,4.07,0.1648,4.273,12.666667
131572_1,FALSE,0.14282227,0.17114258,0,0.08921928,0.1428,4.082,0.1711,4.3,9.6
113299_3,FALSE,0.17224121,0.19787598,-0.084083095,-0.013442823,0.1722,4.105,0.1979,4.387,11.233334
129129_1,FALSE,0.15270996,0.18115234,0.028987564,0.0239751,0.1527,4.1,0.1812,4.37,11.2
119330_0,FALSE,0.15783691,0.18395996,0.007662902,0.1441479,0.1578,4.09,0.184,4.316,12.133333
107552_3,FALSE,0.16394043,0.1895752,0,0.09097155,0.164,4.086,0.1896,4.316,11.9
111411_0,FALSE,0.17346191,0.1973877,0.034132995,0.06838038,0.1735,4.07,0.1974,4.273,12.566667
122401_1,FALSE,0.23205566,0.25708008,0.004796191,0.19259122,0.232,4.098,0.257,4.363,13.1
206030_1,FALSE,0.14160156,0.1697998,-0.057893954,0.15355946,0.1416,4.09,0.1698,4.324,11.2
214672_1,FALSE,0.16027832,0.18640137,0.22853442,0.007020685,0.1603,4.08,0.1864,4.29,11.833333
204972_1,FALSE,0.26757812,0.30004883,-0.06252036,0.10436604,0.2676,4.094,0.3,4.484,11.866667
129820_1,FALSE,0.15844727,0.1854248,0.230261,0.045239903,0.1584,4.1,0.1854,4.383,12.4
119886_4,FALSE,0.1529541,0.18005371,0.04445172,0.036562447,0.153,4.098,0.18,4.457,11.866667
124398_0,FALSE,0.26245117,0.28930664,-0.2037476,0.032476876,0.2625,4.11,0.2893,4.438,11.633333
120600_4,FALSE,0.14855957,0.17492676,0.3381129,0.16057594,0.1486,3.97,0.1749,4.08,12.166667
214240_3,FALSE,0.14782715,0.17480469,0.06062462,0.12750117,0.1478,4.08,0.1748,4.297,13.833333
100994_10,FALSE,0.15185547,0.17944336,0.13146317,0.12068118,0.1519,4.1,0.1794,4.42,12.133333
108461_0,FALSE,0.26123047,0.28955078,-0.0698697,0.01646667,0.2612,4.1,0.2896,4.402,13.466666
108908_0,FALSE,0.1430664,0.17126465,0.07729172,0.092634276,0.1431,4.07,0.1713,4.277,12.033334
110257_1,FALSE,0.14001465,0.16870117,0.09785576,0.0262612,0.14,4.08,0.1687,4.3,13.3
